prep,prophylaxis,truvada,descovy,apretude,Dates,United States,NY,NY-New York City,DC,DC-Washington,WI,WI-Madison,United Kingdom,IL,IL-Chicago,MN,CA,NC,VA,Pakistan,Romania,The Netherlands,OH,San Diego,Ukraine,GA,GA-Atlanta,India,MS,Singapore,Los Angeles,ID,FL,OR,OR-Portland,PA,PA-Philadelphia,Jordan,MA,MA-Boston,HI,HI-Honolulu,Sweden,CO,Ghana,TN,TN-Nashville,WA,WA-Seattle,South Africa,MD,NV,NV-Las Vegas,Austria,Estonia,VA-Arlington,NJ,Australia,Mexico,Canada,LA,LA-New Orleans,IN,IN-Indianapolis,CA-Sacramento,ID-Boise,NY-Buffalo,CA-Oakland,CO-Denver,Kenya,MO,Switzerland,Germany,Indonesia,TX,TX-Dallas,NV-Reno,NM,NM-Albuquerque,AZ,AZ-Phoenix,TX-San Antonio,Philippines,Norway,RI,IA,Gibraltar,MD-Baltimore,MI,MI-Detroit,OH-Cleveland,NH,LA-Baton Rouge,AZ-Tucson,Italy,CT,SC,Egypt,Sri Lanka,PA-Pittsburgh,AR,AL,Rwanda,Peru,FL-Miami,Japan,Malaysia,FL-Orlando,Nigeria,NC-Charlotte,CA-San Jose,Spain,Bangladesh,MN-Minneapolis,TX-Houston,NC-Durham,TX-Austin,France,Thailand,WI-Milwaukee,Armenia,CA-Anaheim,New Zealand,Portugal,Cambodia,Venezuela,Ireland,VT,VA-Richmond,OH-Cincinnati,Malawi,AZ-Glendale,Lebanon,Panama,Madagascar,Uganda,Belgium,KY,AK,AK-Anchorage,KS,AZ-Mesa,China,South Korea,FL-Tampa,IN-Fort Wayne,Botswana,Jamaica,Ethiopia,WV,Netherlands,NE,NE-Omaha,UT,NC-Greensboro,Argentina,United Arab Emirates,Cameroon,Kuwait,CA-Santa Ana,MO-Kansas City,OH-Toledo,CA-Riverside,NJ-Newark,Slovenia,CA-Bakersfield,NC-Raleigh,Brazil,Poland,El Salvador,Kazakhstan,ND,KY-Louisville,NJ-Jersey City,CO-Colorado Springs,Zambia,Tajikistan,Israel,Chile,Puerto Rico,DE,TX-Plano,CA-San Francisco,Tunisia,Ecuador,Dominican Republic,Vietnam,Zimbabwe,AZ-Scottsdale,Denmark,OH-Columbus,Czech Republic,NE-Norfolk,Iran,Senegal,Namibia,Finland,Cyprus,TX-Lubbock,Barbados,Reunion,Mauritius,Bahrain,Turkey,Tanzania,Nepal,Saudi Arabia,Algeria,TX-Arlington,Trinidad and Tobago,KS-Wichita,Luxembourg,Seychelles,Russia,French Polynesia,CA-Irvine,AZ-Gilbert,Mali,MT,OK,OK-Oklahoma City,ME,ME-Portland,Ivory Coast,Maldives,Hong Kong,St. Lucia,Angola,Uzbekistan,Bolivia,WY,Greece,DE-Newark,WA-Spokane,Colombia,IN-Columbus,CA-Fresno,Albania,TN-Memphis,Morocco,NE-Lincoln,Saint Lucia,CA-Richmond,Taiwan,Honduras,Burkina Faso,Antarctica,Slovakia,Nicaragua,CA-Fremont,CA-Long Beach,Turks and Caicos Islands,The Bahamas,SD,VA-Virginia Beach,Palestinian Territory,Suriname,CA-Newark,AZ-Chandler,Belize,Hungary,GA-Columbus,CA-Glendale,NC-Jacksonville,NV-Henderson,Mozambique,British Virgin Islands,OK-Tulsa,TX-Fort Worth,Moldova,Afghanistan,Guyana,Guatemala,TX-Irving,Costa Rica,Antigua and Barbuda,Qatar,VA-Norfolk,Latvia,Myanmar,Lesotho,KS-Kansas City,Uruguay,Brunei,Swaziland,Georgia,TX-El Paso,Mongolia,Liberia,Anguilla,South Sudan,Guadeloupe,Haiti,Cayman Islands,Cuba,Malta,TX-Corpus Christi,Libya,Bosnia and Herzegovina,Serbia,NY-Long Beach,Croatia,The Gambia,Macedonia,Somalia,TX-Laredo,Sudan,CO-Aurora,Paraguay,Turkmenistan,Democratic Republic of Congo,Iceland,TN-Cleveland,Republic of Latvia,Iraq,Fiji,CA-Stockton,Syria,U.S. Virgin Islands,Papua New Guinea,Kosovo,MA-Lexington,CA-Chula Vista,Oman,Bulgaria,Montenegro,Republic of Lithuania,Kyrgyzstan,Eswatini,KY-Henderson,TX-Garland,South Georgia and the South Sandwich Islands,Cook Islands,IL-Aurora,NJ-Madison,Benin,CA-Lincoln,Sierra Leone,Dominica,MA-Arlington,Monaco,AL-Madison,Aruba,MS-Madison,CO-Louisville,FL-Jacksonville,Djibouti,Grenada,IN-Richmond,North Korea,Martinique
165,17,7,1,0,2020-02-15,190.0,29.0,18.0,33.0,33.0,,,108.0,6.0,6.0,1.0,16.0,1.0,1.0,,,,4.0,3.0,,13.0,9.0,2.0,,,1.0,,31.0,,,5.0,2.0,,5.0,3.0,,,,,,,,5.0,5.0,20.0,6.0,,,,1.0,1.0,4.0,2.0,,3.0,,,1.0,,,,,,,4.0,3.0,2.0,,,6.0,,,,,1.0,1.0,,1.0,,,,,,2.0,,1.0,2.0,,,1.0,1.0,,,,,,2.0,,,3.0,,,1.0,8.0,,,2.0,,1.0,2.0,,1.0,2.0,1.0,,,,,,,,8.0,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,33,9,2,0,2020-02-22,218.0,38.0,24.0,37.0,37.0,4.0,,83.0,7.0,6.0,,21.0,4.0,6.0,,,,1.0,3.0,,14.0,11.0,,,1.0,1.0,,19.0,2.0,,6.0,3.0,2.0,9.0,4.0,2.0,2.0,,,2.0,1.0,,,,21.0,6.0,2.0,1.0,,,2.0,2.0,1.0,1.0,4.0,1.0,,1.0,,,,,1.0,,5.0,3.0,5.0,,1.0,8.0,1.0,,,,2.0,,,,1.0,,,,,3.0,,,,,2.0,,2.0,,,,1.0,,1.0,,,2.0,1.0,,,18.0,1.0,,,,,6.0,,1.0,3.0,2.0,4.0,,,,,,,5.0,,2.0,,,,,,,2.0,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,23,15,3,0,2020-02-29,202.0,44.0,30.0,24.0,24.0,4.0,1.0,46.0,6.0,5.0,,14.0,3.0,5.0,,,,9.0,,,8.0,6.0,2.0,4.0,,1.0,,17.0,2.0,1.0,9.0,2.0,,4.0,3.0,,,,5.0,,1.0,,1.0,1.0,18.0,7.0,,,,,3.0,4.0,1.0,,2.0,,,1.0,,,,,1.0,2.0,4.0,2.0,1.0,1.0,,4.0,,,,,2.0,1.0,,1.0,,,,,2.0,1.0,,2.0,1.0,,,,2.0,,,3.0,4.0,,,,,2.0,,1.0,2.0,2.0,1.0,,,,,2.0,1.0,,1.0,,3.0,,,,,,,2.0,,1.0,1.0,,,,,,2.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,20,13,11,0,2020-03-07,256.0,55.0,46.0,18.0,18.0,2.0,,73.0,8.0,8.0,,24.0,2.0,6.0,1.0,,,5.0,2.0,,21.0,18.0,5.0,1.0,1.0,1.0,,11.0,1.0,,9.0,2.0,1.0,6.0,5.0,2.0,2.0,2.0,3.0,,2.0,1.0,2.0,2.0,31.0,11.0,2.0,2.0,,,,10.0,4.0,,7.0,3.0,,,,,,,,2.0,5.0,1.0,5.0,,,16.0,10.0,,,,,,2.0,3.0,,,1.0,,2.0,3.0,1.0,2.0,,,,,3.0,,,1.0,,,3.0,,,,2.0,1.0,1.0,5.0,1.0,,1.0,,,1.0,,1.0,4.0,2.0,,,,,,,,1.0,,1.0,,,,,,,2.0,,,1.0,1.0,2.0,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,
216,12,8,4,0,2020-03-14,240.0,30.0,24.0,8.0,8.0,3.0,,332.0,7.0,5.0,,25.0,3.0,2.0,1.0,,,6.0,4.0,,14.0,10.0,5.0,,1.0,,,40.0,4.0,2.0,6.0,2.0,1.0,8.0,1.0,,,2.0,7.0,,1.0,,2.0,2.0,15.0,1.0,3.0,3.0,,,,5.0,5.0,1.0,9.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,4.0,2.0,1.0,2.0,1.0,24.0,5.0,,,,4.0,2.0,,5.0,1.0,,1.0,,,,,2.0,9.0,,,,6.0,,,,3.0,1.0,1.0,,,1.0,1.0,,,16.0,1.0,,,,,6.0,,8.0,5.0,2.0,2.0,,,1.0,,,,3.0,,,,1.0,,,,,5.0,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,22,8,2,0,2020-03-21,130.0,22.0,17.0,7.0,7.0,,,30.0,4.0,3.0,2.0,10.0,,4.0,,,,3.0,,,9.0,8.0,3.0,,,,,12.0,,,11.0,5.0,,,,3.0,3.0,,1.0,1.0,1.0,,2.0,2.0,8.0,1.0,,,,,,4.0,5.0,,1.0,1.0,,,,1.0,,,,1.0,3.0,1.0,3.0,1.0,,5.0,2.0,,,,,,,,,,,,1.0,2.0,1.0,,1.0,,,,3.0,,,,2.0,,1.0,,,1.0,,3.0,,,,,,,1.0,2.0,,1.0,2.0,2.0,,,,,,,,1.0,,,,,,,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
125,16,11,2,0,2020-03-28,154.0,33.0,24.0,7.0,7.0,1.0,,47.0,7.0,4.0,1.0,17.0,7.0,1.0,,,,3.0,1.0,,7.0,5.0,,,,,,10.0,,,6.0,2.0,,3.0,,3.0,2.0,1.0,2.0,,2.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,,,,8.0,2.0,,3.0,1.0,,2.0,2.0,,,1.0,,2.0,1.0,1.0,,,,9.0,3.0,,,,1.0,,2.0,5.0,,,,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,18,14,4,0,2020-04-04,151.0,25.0,18.0,7.0,7.0,1.0,,41.0,9.0,8.0,1.0,26.0,2.0,1.0,,,,3.0,3.0,,,,,1.0,,,,27.0,,,1.0,1.0,1.0,5.0,4.0,1.0,1.0,,3.0,,3.0,,,,22.0,3.0,2.0,1.0,,,,4.0,4.0,,3.0,1.0,,,,,,,,,,,1.0,,,12.0,3.0,,,,1.0,1.0,,3.0,,,,,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,,1.0,,4.0,3.0,2.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,18,11,0,0,2020-04-11,134.0,48.0,29.0,4.0,4.0,1.0,,40.0,6.0,2.0,,11.0,3.0,2.0,,,,5.0,1.0,,9.0,2.0,,,1.0,,,13.0,3.0,2.0,4.0,3.0,,,,1.0,1.0,,1.0,,,,1.0,,21.0,2.0,,,,,,1.0,2.0,,2.0,2.0,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,1.0,,2.0,1.0,2.0,1.0,,,,,2.0,1.0,,,,1.0,,,,,,1.0,3.0,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,12,6,3,0,2020-04-18,103.0,17.0,14.0,10.0,10.0,,,44.0,4.0,4.0,,9.0,1.0,3.0,1.0,,,7.0,,,7.0,3.0,3.0,,,,,6.0,,,5.0,2.0,,1.0,1.0,1.0,1.0,,,,2.0,1.0,,,6.0,,,,,1.0,,,,1.0,6.0,,,,,,,,,,5.0,,,,,15.0,1.0,,1.0,,,,,,1.0,1.0,,,,2.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,3.0,1.0,,,,,1.0,,,5.0,,1.0,,1.0,,,,,,,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
107,21,24,2,0,2020-04-25,155.0,30.0,26.0,3.0,3.0,1.0,1.0,47.0,6.0,5.0,1.0,16.0,2.0,3.0,,1.0,,2.0,,,10.0,9.0,1.0,,,,,16.0,,,4.0,1.0,,5.0,3.0,1.0,1.0,,3.0,,3.0,,1.0,,10.0,2.0,,,,,1.0,3.0,,,3.0,1.0,1.0,1.0,,,,,,1.0,2.0,2.0,1.0,1.0,,8.0,1.0,,,,7.0,2.0,1.0,1.0,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,,1.0,,,,,2.0,2.0,,2.0,3.0,,,,,,1.0,1.0,,5.0,2.0,,,,,1.0,,1.0,,,,,,,,,,3.0,,2.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,17,15,2,0,2020-05-02,120.0,20.0,13.0,6.0,6.0,5.0,,44.0,1.0,1.0,,7.0,2.0,4.0,,,,2.0,,,13.0,9.0,3.0,,1.0,1.0,,5.0,,,2.0,,,3.0,3.0,,,1.0,1.0,,2.0,1.0,1.0,1.0,7.0,4.0,,,3.0,1.0,1.0,6.0,2.0,,3.0,,,1.0,1.0,1.0,,1.0,,,2.0,2.0,1.0,1.0,,17.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,2.0,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,2.0,,,,,,10.0,1.0,2.0,1.0,2.0,1.0,,,,,,2.0,1.0,,2.0,,,,,,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,19,8,1,0,2020-05-09,125.0,30.0,21.0,5.0,5.0,1.0,,38.0,6.0,4.0,,9.0,6.0,2.0,,,,3.0,,,8.0,3.0,2.0,,,,,6.0,,,1.0,1.0,,5.0,5.0,,,,2.0,1.0,,,3.0,2.0,8.0,,,,,,,5.0,1.0,,1.0,1.0,1.0,4.0,4.0,1.0,,,,2.0,2.0,1.0,,1.0,,3.0,2.0,,,,2.0,1.0,,3.0,,3.0,1.0,,,2.0,,3.0,,,,,1.0,,1.0,,,1.0,,,,2.0,,1.0,,2.0,,,1.0,,,,1.0,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,,,,,,,,,6.0,,,,,1.0,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,21,36,0,0,2020-05-16,244.0,39.0,23.0,20.0,20.0,1.0,,65.0,4.0,4.0,1.0,35.0,5.0,,1.0,,1.0,4.0,1.0,,28.0,19.0,13.0,,1.0,2.0,,20.0,1.0,1.0,18.0,11.0,2.0,8.0,6.0,,,1.0,1.0,1.0,3.0,,3.0,3.0,26.0,5.0,1.0,1.0,,,,4.0,6.0,1.0,9.0,1.0,,2.0,1.0,,,,2.0,1.0,14.0,2.0,7.0,,1.0,8.0,1.0,,,,1.0,1.0,,1.0,,2.0,,,2.0,4.0,1.0,2.0,,1.0,,,1.0,,,1.0,2.0,,1.0,,1.0,6.0,1.0,,1.0,1.0,,,,,1.0,3.0,1.0,2.0,5.0,1.0,1.0,,,,,,,4.0,,,,1.0,,,,,2.0,,2.0,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,2.0,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,20,15,4,0,2020-05-23,157.0,25.0,18.0,5.0,5.0,,,43.0,7.0,4.0,3.0,20.0,2.0,3.0,,,1.0,3.0,,1.0,7.0,4.0,8.0,,,1.0,,19.0,,,6.0,5.0,,2.0,2.0,,,,1.0,,1.0,,2.0,1.0,9.0,2.0,,,,1.0,,4.0,,,7.0,1.0,,1.0,1.0,,,,1.0,1.0,11.0,2.0,4.0,,,8.0,4.0,,1.0,1.0,2.0,2.0,,2.0,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,,5.0,1.0,,,2.0,,1.0,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,,,,3.0,,,,2.0,,,1.0,,,,,,5.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,17,7,1,0,2020-05-30,129.0,31.0,26.0,6.0,6.0,,,33.0,5.0,3.0,,11.0,1.0,4.0,,,,8.0,,,5.0,3.0,6.0,,,,,13.0,,,6.0,1.0,,3.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,8.0,2.0,,,,2.0,3.0,2.0,2.0,1.0,6.0,1.0,,,,,,,4.0,1.0,4.0,,,,,14.0,1.0,,1.0,,3.0,,,1.0,,,,,,,,3.0,,,3.0,,1.0,,,,,,,,,1.0,1.0,1.0,3.0,8.0,,,,,,3.0,,1.0,4.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,18,2,2,0,2020-06-06,127.0,18.0,11.0,7.0,7.0,,,43.0,4.0,3.0,1.0,19.0,5.0,3.0,,,1.0,2.0,1.0,,8.0,7.0,2.0,,,1.0,,10.0,,,1.0,,,2.0,2.0,,,,1.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,,,,1.0,5.0,,,2.0,1.0,1.0,,,,,,1.0,,5.0,2.0,1.0,,1.0,15.0,2.0,,,,1.0,,,,1.0,,,,1.0,,,1.0,1.0,,1.0,,,2.0,,,,,,2.0,,4.0,,,,5.0,,2.0,,,1.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,10.0,,2.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,30,18,6,0,2020-06-13,244.0,43.0,34.0,14.0,14.0,2.0,1.0,53.0,6.0,6.0,2.0,30.0,4.0,5.0,,,,9.0,2.0,,11.0,6.0,2.0,,,2.0,1.0,15.0,3.0,2.0,6.0,3.0,,4.0,2.0,,,,4.0,,2.0,2.0,8.0,7.0,20.0,4.0,1.0,1.0,4.0,,,8.0,2.0,,7.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,5.0,,,3.0,1.0,17.0,5.0,,,,5.0,2.0,,4.0,1.0,1.0,,,,1.0,,1.0,1.0,,3.0,,1.0,2.0,,,1.0,,1.0,,,2.0,,1.0,,5.0,1.0,1.0,,,2.0,3.0,,3.0,2.0,,,,,,,,,2.0,,2.0,,,,,,,2.0,1.0,,,,2.0,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,4.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
117,19,5,1,0,2020-06-20,142.0,22.0,12.0,11.0,11.0,3.0,3.0,38.0,4.0,2.0,1.0,12.0,4.0,2.0,,,,5.0,1.0,,7.0,2.0,4.0,1.0,,,,13.0,1.0,1.0,9.0,1.0,1.0,3.0,1.0,,,,,,3.0,2.0,1.0,1.0,11.0,2.0,2.0,2.0,,,1.0,6.0,2.0,1.0,1.0,,,1.0,1.0,,,2.0,,,5.0,1.0,1.0,,1.0,16.0,1.0,,,,6.0,2.0,,,1.0,,1.0,,,1.0,,,,,4.0,,1.0,,,1.0,1.0,,,,,3.0,,1.0,,2.0,,,,,,1.0,1.0,6.0,,1.0,,,,,,,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
